Offense Case Type,Offense Date,Offense Time,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
CO,4/21/2017,2:31 AM,HUMAN WASTE,200 Block East 5th Street,,Y,APD,7433,Hispanic,Male
CO,4/21/2017,1:40 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,6th Street At Trinity,,Y,APD,3454,Black,Male
CO,4/21/2017,10:25 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,7th Street At Trinity,,Y,APD,3454,White,Male
CM,4/21/2017,1:03 PM,Possession of Drug Paraphernalia,700 Block East 7th Street,,Y,APD,6145,Black,Male
CM,4/21/2017,4:15 PM,Possession of Drug Paraphernalia,500 Block East 8th Street,,N,APD,4878,Black,Male
CO,4/21/2017,7:37 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 Block East 9th Street,,Y,APD,5907,Black,Male
CO,4/21/2017,7:38 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,400 Block East 6th Street,,Y,APD,6145,Hispanic,Male
CM,4/21/2017,4:02 PM,Possession of Drug Paraphernalia,East 8th Street And Red River,,N,APD,7299,Black,Male
CO,4/21/2017,2:30 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block East 7th Street,,N,APD,6970,Hispanic,Male
CO,4/21/2017,1:10 PM,AGGRESSIVE SOLICITATION,500 Block East 6th Street,,Y,APD,6970,Black,Male
CO,4/21/2017,2:16 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block East 7th Street,,Y,APD,3454,Hispanic,Male
CO,4/21/2017,1:03 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700 Block East 7th Street,,Y,APD,6145,Black,Male
CM,4/21/2017,1:06 PM,Possession of Drug Paraphernalia,600 Block Sabine,,N,APD,7299,White,Male
CM,4/21/2017,7:30 PM,Possession of Drug Paraphernalia,400 Block East 6th Street,,Y,APD,7400,Black,Male
CM,4/21/2017,1:30 AM,PUBLIC INTOXICATION,600 Block Trinity Street,,Y,APD,7699,White,Female
CO,4/21/2017,2:20 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block East 7th Street,,Y,APD,3454,Black,Female
CO,4/21/2017,1:10 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,600 Block Neches,,Y,APD,6970,Black,Male
CO,4/21/2017,9:26 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Sabin,,Y,APD,6970,White,Male
CO,4/21/2017,11:29 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,600 Block Congress Avenue,,N,APD,7709,White,Male
CO,4/21/2017,1:14 PM,OPEN GLASS CONTAINER,600 Block Neches,,N,APD,3454,White,Male
CO,4/21/2017,2:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,400 Block East 8th Street,,N,APD,6970,Hispanic,Male
CO,4/21/2017,12:55 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Trinity,,N,APD,3454,Black,Male
CO,4/21/2017,1:58 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Trinity,,Y,APD,3454,Black,Male
CO,4/21/2017,1:45 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,6th Street At Trinity,,Y,APD,3454,Black,Male
CO,4/21/2017,12:10 PM,AGGRESSIVE SOLICITATION,700 Block Red River,,Y,APD,6970,White,Male
CO,4/21/2017,12:35 PM,SMOKING ORD - WITH IN 15 FT OF PUB ENTRANCE,400 Block East 6th Street,,Y,APD,3454,White,Male
CO,4/21/2017,1:01 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Trinity,,N,APD,6970,White,Female
CO,4/21/2017,9:50 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,400 Block East 6th Street,,Y,APD,3454,White,Male
CM,4/21/2017,12:30 AM,PUBLIC INTOXICATION,315 East 6th Street,,Y,APD,7802,White,Male
CO,4/21/2017,2:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East 8th Street,,N,APD,3454,White,Male
CO,4/21/2017,10:09 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,N,APD,3454,Black,Male
CM,4/22/2017,12:00 AM,PUBLIC INTOXICATION,East Cesar Chavez And Ih 35,,N,APD,6656,Hispanic,Male
CM,4/22/2017,12:00 AM,PUBLIC INTOXICATION,404 East 6th Street,,Y,APD,7756,White,Male
CM,4/22/2017,12:00 AM,PUBLIC INTOXICATION,306 East 6th Street,,Y,APD,7433,White,Male
CM,4/22/2017,12:00 AM,PUBLIC INTOXICATION,500 Block East 6th Street,,Y,APD,7756,White,Male
CO,4/22/2017,1:15 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,400 Block West Cesar Chavez,,Y,APD,5178,Black,Male
CM,4/22/2017,12:00 AM,PUBLIC INTOXICATION,400 Block Guadalupe Street,,Y,APD,4560,Hispanic,Male
CM,4/22/2017,12:00 AM,PUBLIC INTOXICATION,306 East 6th Street,,Y,APD,7433,No Data,No Data
CM,4/22/2017,12:15 AM,Possession of Drug Paraphernalia,5th Street At Comal Street,,Y,APD,7709,Hispanic,Male
CM,4/23/2017,2:35 PM,Possession of Drug Paraphernalia,500 Block East 7th Street,,Y,APD,5930,Black,Male
CM,4/23/2017,4:33 PM,Possession of Drug Paraphernalia,500 Block East 7th Street,,Y,APD,6633,Black,Male
CM,4/23/2017,12:00 AM,PUBLIC INTOXICATION,,,Y,APD,7433,Hispanic,Male
CO,4/23/2017,7:00 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,500 Block Sabine Street,,Y,APD,7451,White,Female
CM,4/23/2017,4:33 PM,PUBLIC INTOXICATION,500 Block East 7th Street,,Y,APD,6633,Black,Male
CM,4/23/2017,12:45 PM,Possession of Drug Paraphernalia,700 Block North Ih 35 Service Road,,Y,APD,5930,Black,Male
CO,4/23/2017,7:15 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block  East 6th Street,,Y,APD,7400,Hispanic,Male
CO,4/23/2017,12:00 AM,HUMAN WASTE,500 Block Trinity Street,,Y,APD,6971,No Data,Male
CM,4/23/2017,12:40 PM,Possession of Drug Paraphernalia,700 Block Ih 35 Service Road,,N,APD,7759,Black,Male
CO,4/23/2017,7:40 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Trinity,,Y,APD,7400,White,Male
CM,4/23/2017,12:00 AM,PUBLIC INTOXICATION,620 West 6th Street,,Y,APD,6757,No Data,No Data
CM,4/23/2017,12:00 AM,THEFT OF SERVICE,206 Colorado Street,,Y,APD,7597,Black,Male
CM,4/23/2017,2:45 PM,Possession of Drug Paraphernalia,700 Block Neches Street,,Y,APD,7759,White,Male
CO,4/23/2017,11:10 PM,CAMPING IN A PUBLIC PLACE,407 East 6th Street,,Y,APD,7451,Black,Male
CO,4/24/2017,9:18 AM,AGGRESSIVE SOLICITATION,600 Block Congress Avenue,,Y,APD,6086,White,Male
CM,4/24/2017,1:28 PM,Possession of Drug Paraphernalia,600 Trinity,,Y,APD,7779,Black,Male
CM,4/24/2017,6:30 PM,Possession of Drug Paraphernalia,700 Red River,,N,APD,7207,White,Female
CO,4/24/2017,12:20 PM,AGGRESSIVE SOLICITATION,6th Street And San Jacinto Boulevard,,Y,APD,5907,White,Female
CO,4/24/2017,12:00 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,2610 Guadalupe Street,,N,APD,6766,White,Male
CM,4/24/2017,9:00 AM,Possession of Drug Paraphernalia,100 Block San Jacinto,,Y,APD,4951,Black,Male
CO,4/25/2017,10:30 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Trinity Street,,Y,APD,6970,Black,Male
CO,4/25/2017,6:45 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,500 Block East 6th Street,,N,APD,5351,White,Male
CO,4/25/2017,12:00 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700 Block East 6th Street,,Y,APD,6155,Hispanic,Male
CO,4/25/2017,8:05 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trinity Street,,Y,APD,6144,White,Male
CO,4/25/2017,8:07 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Trintiy Street,,Y,APD,6144,White,Male
CO,4/25/2017,11:19 AM,AGGRESSIVE SOLICITATION,600 Block East 6th Street,,Y,APD,6155,Hispanic,Male
CO,4/25/2017,1:55 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches,,N,APD,7779,Black,Male
CO,4/25/2017,4:42 PM,HUMAN WASTE,100 Block East 6th Street,,Y,APD,5351,Black,Male
CO,4/25/2017,4:40 AM,AGGRESSIVE SOLICITATION,600 Block Neches,,Y,APD,7779,White,Male
CM,4/25/2017,2:45 PM,Possession of Drug Paraphernalia,800 Block Spence Street,,Y,APD,6144,Hispanic,Female
CO,4/25/2017,2:25 PM,"Possess, Consume, Sell Alcohol in Prohibited Park Area",600 Block Sabine,,Y,APD,7779,White,Male
CM,4/25/2017,5:00 PM,Possession of Drug Paraphernalia,700 Block Trinity Street,,Y,APD,7765,Black,Male
CO,4/25/2017,6:30 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,500 Block Brazos Street,,Y,APD,5351,White,Male
CO,4/25/2017,4:55 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Brazos,,Y,APD,7779,White,Male
CO,4/25/2017,11:19 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block East 6th Street,,Y,APD,6155,Hispanic,Male
CO,4/25/2017,10:20 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,2552 Guadalupe Street,,Y,APD,4886,White,Male
CO,4/25/2017,5:47 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,East 6th Street,Trinity Street,Y,APD,7299,Black,Male
CM,4/25/2017,6:45 PM,Possession of Drug Paraphernalia,500 East 6th Street,,N,APD,5362,White,Male
CM,4/25/2017,11:00 AM,Possession of Drug Paraphernalia,700 Block Red River Street,,Y,APD,3968,Black,Male
CM,4/25/2017,6:45 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,Y,APD,7759,White,Male
CO,4/25/2017,7:15 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East 6th Street,,N,APD,6987,White,Female
CO,4/25/2017,2:25 PM,SMOKING - PUBLIC PLACE,600 Block Sabine,,N,APD,7779,White,Male
CO,4/25/2017,7:13 AM,CAMPING IN A PUBLIC PLACE,700 Block East 7th Street,,Y,APD,6144,White,Male
CM,4/25/2017,5:47 PM,Possession of Drug Paraphernalia,East 6th Street,Trinity Street,Y,APD,7299,Black,Male
CO,4/25/2017,8:02 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,307 East 6th Street,,Y,APD,5635,White,Male
CM,4/25/2017,1:00 PM,Possession of Drug Paraphernalia,7th Street And Neches,,Y,APD,7563,Black,Male
CO,4/25/2017,3:05 PM,CAMPING IN A PUBLIC PLACE,Waller Creek Park And East 8th Street,,Y,APD,7299,Black,Female
CM,4/25/2017,5:01 PM,Possession of Drug Paraphernalia,304 East 7th Street,,Y,APD,5159,Asian,Female
CO,4/25/2017,9:30 PM,HUMAN WASTE,200 Block East 6th Street,,Y,APD,5351,Hispanic,Male
TR,4/25/2017,10:45 AM,PEDESTRIAN CROSSING MIDBLOCK,300 Block East 6th Street,,N,APD,7779,White,Male
CO,4/25/2017,10:30 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Trinity Street,,N,APD,6970,Black,Male
CO,4/25/2017,2:20 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Brazos Street,,N,APD,6155,Hispanic,Male
CM,4/25/2017,8:15 PM,Possession of Drug Paraphernalia,100 Block East 5th Street,,Y,APD,7765,Black,Male
CO,4/25/2017,3:25 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Congress Avenue,,Y,APD,5351,White,Female
CM,4/25/2017,10:30 AM,Possession of Drug Paraphernalia,600 Block Trinity Street,,N,APD,6970,Black,Male
TR,4/25/2017,12:00 AM,PEDESTRIAN CROSSING MIDBLOCK,1500 Block East 6th Street,,Y,APD,6127,White,Male
CM,4/25/2017,7:50 PM,Possession of Drug Paraphernalia,600 Block Neches,,Y,APD,5362,Hispanic,Male
CO,4/26/2017,8:18 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Congress Avenue,,Y,APD,5907,Hispanic,Male
CO,4/26/2017,7:25 AM,LITTERING,700 Block North Ih 35 Service Road,,Y,APD,5907,Black,Male
CO,4/26/2017,7:25 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 Block North Ih 35 Service Road,,Y,APD,5907,Black,Male
CO,4/26/2017,9:50 AM,AGGRESSIVE SOLICITATION,San Jacinto,6th Street,Y,APD,7779,White,Male
CM,4/26/2017,7:07 PM,MISDEMEANOR THEFT C - LESS THAN $100,300 Block East 3rd Street,,N,APD,5159,White,Male
CO,4/26/2017,6:42 AM,CAMPING IN A PUBLIC PLACE,700 Block Red River,,N,APD,7202,Black,Male
CO,4/26/2017,9:29 AM,HUMAN WASTE,700 Block Red River Street,,Y,APD,6144,Black,Male
CO,4/26/2017,5:45 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,6th Street At San Jacinto Boulevard,,Y,APD,7284,Hispanic,Male
CO,4/26/2017,12:48 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,1000 Block Red River,,Y,APD,4949,Black,Female
CO,4/26/2017,7:38 AM,CAMPING IN A PUBLIC PLACE,1000 Block Red River Street,,Y,APD,6144,White,Male
CO,4/26/2017,5:11 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block East 7th Street,,Y,APD,7608,Black,Female
CM,4/26/2017,12:00 AM,PUBLIC INTOXICATION,400 Block Guadalupe Street,,Y,APD,7442,Black,Male
CO,4/26/2017,9:45 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 Block East 7th Street,,Y,APD,4951,Black,Male
CO,4/26/2017,6:45 AM,CAMPING IN A PUBLIC PLACE,700 Block Red River Street,,Y,APD,7202,Black,Male
CO,4/26/2017,7:39 AM,CAMPING IN A PUBLIC PLACE,1000 Block Red River,,Y,APD,5907,White,Male
CO,4/26/2017,10:05 AM,AGGRESSIVE SOLICITATION,San Jacinto,East 6th Street,Y,APD,7779,White,Male
CO,4/26/2017,1:45 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,600 Block Red River Street,,Y,APD,3454,White,Male
CO,4/26/2017,2:10 AM,AGGRESSIVE SOLICITATION,7th Street,Trinity Street,Y,APD,7779,White,Male
CO,4/26/2017,7:50 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East 7th Street,,N,APD,6144,White,Male
CO,4/26/2017,9:13 AM,"Alcohol-Consume in Prohibited Area (Park, Sidewalk, St.)",500 Block East 7th Street,,Y,APD,5635,Black,Female
CO,4/26/2017,3:25 PM,AGGRESSIVE SOLICITATION,500 Block East 6th Street,,Y,APD,6155,White,Male
CO,4/26/2017,8:20 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,6th Street At Congress Avenue,,Y,APD,6144,White,Male
CO,4/26/2017,9:10 AM,LITTERING,400 Block East 7th Street,,N,APD,3968,Black,Male
CO,4/26/2017,6:40 AM,CAMPING IN A PUBLIC PLACE,700 Block Red River,,N,APD,7202,Black,Male
CO,4/27/2017,10:55 AM,OPEN GLASS CONTAINER,100 Block West 6th Street,,Y,APD,4973,White,Male
CO,4/27/2017,1:23 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,300 Block East 6th Street,,Y,APD,7046,White,Male
CO,4/27/2017,1:22 PM,AGGRESSIVE SOLICITATION,2500 Block Guadalupe,,N,APD,5323,Black,Male
CO,4/27/2017,9:37 AM,CAMPING IN A PUBLIC PLACE,700 Red River Street,,N,APD,7043,White,Male
CO,4/27/2017,12:00 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,4th Street And Colorado,,Y,APD,7772,White,Male
CM,4/27/2017,2:25 PM,Possession of Drug Paraphernalia,700 Block Neches,,N,APD,7451,Black,Male
CM,4/27/2017,12:37 AM,SIMPLE ASSAULT BY THREAT-NON FAMILY,1906 San Gabriel Street,,Y,APD,8131,White,Male
CO,4/27/2017,11:40 AM,AGGRESSIVE SOLICITATION,2300 Block Guadalupe Street,,N,APD,5323,White,Male
CM,4/27/2017,11:15 PM,Possession of Drug Paraphernalia,Red River Street At East 8th Street,,Y,APD,5930,White,Male
CM,4/27/2017,12:00 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7699,No Data,No Data
CO,4/27/2017,11:15 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,Red River Street At East 8th Street,,Y,APD,5930,White,Male
CM,4/27/2017,10:40 PM,Possession of Drug Paraphernalia,501 East 8th Street,,Y,APD,7765,White,Male
CO,4/27/2017,11:35 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,Red River Street At East 8th Street,,Y,APD,5930,Hispanic,Female
CO,4/27/2017,10:43 AM,AGGRESSIVE SOLICITATION,500 Block Neches,,Y,APD,4973,White,Male
CM,4/27/2017,12:00 AM,PUBLIC INTOXICATION,2505 Longview Street,,N,APD,8006,White,Male
CO,4/27/2017,7:15 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,200 Block West 3rd Street,,N,APD,4949,Hispanic,Male
CM,4/27/2017,12:00 AM,PUBLIC INTOXICATION,218 West 4th Street,,Y,APD,7765,White,Male
CM,4/28/2017,11:30 PM,Possession of Drug Paraphernalia,700 Block Red River,,Y,APD,5159,Black,Male
CM,4/28/2017,5:50 PM,MISDEMEANOR THEFT C - LESS THAN $100,823 Congress Avenue,,Y,APD,7043,White,Male
CM,4/28/2017,7:10 PM,Possession of Drug Paraphernalia,700 Block Red River Street,,Y,APD,3968,Hispanic,Female
CM,4/28/2017,12:00 AM,PUBLIC INTOXICATION,6th Street And Red River Street,,N,APD,7699,Black,Male
CO,4/28/2017,6:07 PM,HUMAN WASTE,700 Block Neches Street,,N,APD,7443,Black,Male
CM,4/28/2017,11:00 AM,Possession of Drug Paraphernalia,700 Block Red River Street,,Y,APD,3968,Black,Male
CO,4/28/2017,7:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,6th Street And San Jacinto Boulevard,,Y,APD,7284,Hispanic,Male
CO,4/28/2017,7:00 PM,LITTERING,6th Street And San Jacinto Boulevard,,Y,APD,7284,Hispanic,Male
CO,4/28/2017,1:20 PM,CAMPING IN A PUBLIC PLACE,800 Block Waller,,Y,APD,3968,Black,Male
CO,4/28/2017,9:15 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,East 8th Street And North Ih 35 Service,,Y,APD,7709,White,Male
CM,4/28/2017,1:25 PM,Possession of Drug Paraphernalia,800 Block Waller Creek,,Y,APD,3968,Black,Male
CM,4/28/2017,6:25 PM,FAILURE TO IDENTIFY - REFUSE,East 6th Street,San Jacinto,N,APD,7756,White,Female
TR,4/28/2017,6:25 PM,PEDESTRIAN WALKING AGAINST LIGHT,East 6th Street,San Jacinto Boulevard,N,APD,7756,White,Female
CM,4/28/2017,1:20 PM,Possession of Drug Paraphernalia,800 Block Waller,,Y,APD,3968,Black,Male
CM,4/29/2017,7:03 PM,PUBLIC INTOXICATION,2500 Block San Antonio Street,,Y,APD,8057,White,Male
CM,4/29/2017,12:00 AM,DISORDERLY CONDUCT-INDECENT EXPOSURE #,717 East 7th Street,,Y,APD,3957,Black,Male
TR,4/29/2017,11:45 PM,PEDESTRIAN WALKING AGAINST LIGHT,East 7th Street And Red River,,Y,APD,5159,White,Female
CM,4/29/2017,12:00 AM,PUBLIC INTOXICATION,200 Block East 6th Street,,N,APD,7443,White,Male
TR,4/29/2017,11:42 PM,PEDESTRIAN WALKING AGAINST LIGHT,East 7th Street At Red River,,Y,APD,6971,White,Female
CM,4/29/2017,1:36 AM,DISORDERLY CONDUCT - FIGHTING,404 East 6th Street,,Y,APD,7885,Black,Male
TR,4/29/2017,11:55 AM,PEDESTRIAN WALKING AGAINST LIGHT,East 7th Street And Red River Street,,Y,APD,6971,Asian,Female
CM,4/29/2017,12:00 AM,PUBLIC INTOXICATION,East 6th Street And Trinity Street,,N,APD,5159,White,Male
CM,4/29/2017,12:00 AM,Possession of Drug Paraphernalia,717 East 7th Street,,Y,APD,3957,Black,Male
CO,4/29/2017,2:31 PM,HUMAN WASTE,500 Block East 6th Street,,Y,APD,5351,Hispanic,Male
CM,4/29/2017,12:35 AM,Possession of Drug Paraphernalia,500 Block East 8th Street,,Y,APD,5159,Black,Male
CM,4/29/2017,12:00 AM,PUBLIC INTOXICATION,909 North Lamar Boulevard,,Y,APD,7756,White,Male
CO,4/29/2017,12:35 AM,AGGRESSIVE SOLICITATION,500 Block East 8th Street,,Y,APD,5159,Black,Male
CM,4/29/2017,9:22 PM,PUBLIC INTOXICATION,San Jacinto Boulevard And East 5th Stree,,Y,APD,7796,Black,Male
CM,4/29/2017,12:00 AM,PUBLIC INTOXICATION,600 Block East Cesar Chavez,,N,APD,7699,White,Male
CM,4/29/2017,1:32 AM,Possession of Drug Paraphernalia,600 Block Neches,,Y,APD,5159,Black,Male
CM,4/30/2017,2:28 AM,DISORDERLY CONDUCT - FIGHTING,East 6th Street,Neches Street,Y,APD,7433,White,Male
CO,4/30/2017,8:55 AM,HUMAN WASTE,500 Block Trinity,,N,APD,6627,White,Male
CM,4/30/2017,2:15 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,Y,APD,5159,Black,Male
CM,4/30/2017,12:59 AM,Possession of Drug Paraphernalia,600 Block Red River Street,,Y,APD,5159,Black,Male
CM,4/30/2017,12:00 AM,PUBLIC INTOXICATION,600 Block Onion Street,,Y,APD,7775,White,Male
CO,4/30/2017,8:00 PM,OPEN GLASS CONTAINER,700 Block East 7th Street,,Y,APD,4973,Hispanic,Female
CM,4/30/2017,12:00 AM,PUBLIC INTOXICATION,421 West 3rd Street,,Y,APD,4140,No Data,No Data
CM,4/30/2017,2:28 AM,DISORDERLY CONDUCT - FIGHTING,East 6th Street,Neches Street,N,APD,7433,Mid East,Male
CM,4/30/2017,4:52 AM,PUBLIC INTOXICATION,830 West 3rd Street,,N,APD,7597,White,Male
CM,4/30/2017,12:00 AM,THEFT OF SERVICE,600 Block Onion Street,,Y,APD,7775,White,Male
CM,5/1/2017,9:41 AM,Possession of Drug Paraphernalia,500 Congress Avenue,,Y,APD,6971,Hispanic,Male
CM,5/1/2017,11:57 AM,Possession of Drug Paraphernalia,400 Block East 6th Street,,Y,APD,7430,White,Male
CO,5/1/2017,11:00 AM,CAMPING IN A PUBLIC PLACE,700 Block East 8th Street,,Y,APD,6970,Black,Female
CO,5/1/2017,11:00 AM,CAMPING IN A PUBLIC PLACE,700 Block East 8th Street,,Y,APD,3454,Black,Male
CO,5/1/2017,11:00 AM,CAMPING IN A PUBLIC PLACE,700 Block East 8th Street,,Y,APD,6155,Black,Male
CM,5/1/2017,11:00 AM,Possession of Drug Paraphernalia,700 Block East 8th Street,,Y,APD,6970,Black,Female
CM,5/1/2017,7:00 AM,Possession of Drug Paraphernalia,500 Block East 6th Street,,Y,APD,7415,Black,Male
TR,5/1/2017,9:40 AM,PEDESTRIAN WALKING AGAINST LIGHT,Congress Avenue And East 6th Street,,Y,APD,6971,Black,Male
CO,5/1/2017,12:30 PM,AGGRESSIVE SOLICITATION,600 Block Congress Avenue,,Y,APD,6970,Hispanic,Male
CM,5/1/2017,10:00 AM,Possession of Drug Paraphernalia,700 Block East 8th Street,,Y,APD,7415,Black,Male
CO,5/1/2017,11:10 AM,CAMPING IN A PUBLIC PLACE,700 Block East 8th Street,,Y,APD,6970,Black,Female
CM,5/2/2017,6:40 AM,Possession of Drug Paraphernalia,600 Block East 7th Street,,Y,APD,3968,White,Male
CO,5/2/2017,6:40 AM,HUMAN WASTE,600 Block East 7th Street,,Y,APD,3968,White,Male
CO,5/2/2017,12:30 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,800 Block East 7th Street,,Y,APD,7245,White,Male
TR,5/2/2017,6:40 AM,PEDESTRIAN CROSSING MIDBLOCK,600 Block East 7th Street,,Y,APD,3968,White,Male
CO,5/2/2017,12:00 PM,CAMPING IN A PUBLIC PLACE,700 Block East 8th Street,,Y,APD,3454,Black,Male
TR,5/2/2017,11:15 AM,PEDESTRIAN WALKING AGAINST LIGHT,East 6th Street,Neches Street,N,APD,6155,White,Female
CM,5/2/2017,9:00 AM,Possession of Drug Paraphernalia,800 Block Waller Creek,,N,APD,7415,Black,Male
CM,5/2/2017,8:33 AM,Possession of Drug Paraphernalia,700 Block Neches,,Y,APD,6099,Black,Male
CO,5/2/2017,11:15 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,600 Block Congress Avenue,,N,APD,6970,White,Male
CM,5/2/2017,9:16 AM,Possession of Drug Paraphernalia,800 Block Waller Creek,,Y,APD,6099,White,Male
CM,5/2/2017,8:24 AM,Possession of Drug Paraphernalia,700 Block Neches,,Y,APD,6099,Black,Male
CM,5/2/2017,9:00 AM,Possession of Drug Paraphernalia,800 Block Waller Creek,,N,APD,7758,Black,Male
CO,5/2/2017,12:30 PM,MANIFESTING - DRUGS,500 Block East 7th Street,,N,APD,7240,Black,Male
CM,5/2/2017,2:30 PM,Possession of Drug Paraphernalia,600 Block Neches,,Y,APD,6173,White,Male
CO,5/2/2017,11:44 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East 6th Street,,Y,APD,6127,White,Male
CO,5/2/2017,11:30 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,900 Block Congress Avenue,,Y,APD,7240,White,Male
CO,5/2/2017,10:45 AM,LITTERING,6th Street,Neches Street,Y,APD,3454,White,Male
CM,5/2/2017,12:45 PM,Possession of Drug Paraphernalia,700 Block Neches,,Y,APD,6099,Black,Male
CO,5/2/2017,7:47 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block North Ih 35 Service Road,,Y,APD,6144,White,Male
CO,5/3/2017,7:12 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block Nueces,,N,APD,6099,White,Male
CM,5/3/2017,8:52 AM,Possession of Drug Paraphernalia,400 Block East 6th Street,,Y,APD,6099,White,Male
CM,5/3/2017,11:15 AM,Possession of Drug Paraphernalia,800 Block Congress Avenue,,Y,APD,6971,White,Male
CO,5/3/2017,3:45 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,N,APD,5351,Black,Male
CO,5/3/2017,2:03 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,500 Block Neches,,N,APD,6099,Black,Male
CM,5/3/2017,7:25 AM,Possession of Drug Paraphernalia,700 Block Congress Avenue,,Y,APD,6971,White,Male
CO,5/3/2017,4:10 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,601 East 6th Street,,Y,APD,7765,Hispanic,Male
CM,5/3/2017,2:01 PM,Possession of Drug Paraphernalia,500 Block East 7th Street,,Y,APD,6099,White,Male
CO,5/3/2017,4:10 PM,AGGRESSIVE SOLICITATION,601 East 6th Street,,Y,APD,7765,Hispanic,Male
CM,5/3/2017,7:15 PM,Possession of Drug Paraphernalia,300 Block East 6th Street,,Y,APD,7759,Black,Male
