Offense Case Type,Offense Date,Offense Time,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
CO,7/12/2017,1:42 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,412 East 6th Street,,Y,APD,7798,White,Male
CM,7/12/2017,8:13 PM,Possession of Drug Paraphernalia,East 7th Street At Ih35 Service Road,,N,APD,6145,White,Female
CO,7/12/2017,4:40 AM,HUMAN WASTE,300 Congress Avenue,,N,APD,5635,White,Male
CO,7/12/2017,12:50 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,East 7th Street And Neches Street,,Y,APD,7775,Hispanic,Male
CO,7/12/2017,6:53 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,7th Street At Congress Avanue,,Y,APD,7798,White,Male
CM,7/12/2017,2:22 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,5666,Black,Male
CO,7/12/2017,7:27 AM,AGGRESSIVE SOLICITATION,600 Ih 35 North Service Road,,Y,APD,5635,Black,Male
CO,7/12/2017,7:08 AM,CAMPING IN A PUBLIC PLACE,600 Block North Ih 35,,Y,APD,5907,White,Female
TR,7/12/2017,2:22 AM,PEDESTRIAN ON ROADWAY,400 Block East 6th Street,,Y,APD,5666,Black,Male
CM,7/12/2017,12:00 AM,DISORDERLY CONDUCT-INDECENT EXPOSURE #,211 Walter Seaholm Drive,,Y,APD,7625,White,Male
CO,7/12/2017,7:08 AM,CAMPING IN A PUBLIC PLACE,600 Block North Ih 35,,Y,APD,5907,White,Male
CO,7/12/2017,7:12 PM,AGGRESSIVE SOLICITATION,300 Block East 6th Street,,Y,APD,5907,Hispanic,Male
CO,7/12/2017,1:25 AM,SMOKING ORD - WITH IN 15 FT OF PUB ENTRANCE,613 Congress Avenue,,Y,APD,7798,Black,Male
TR,7/13/2017,7:01 PM,PEDESTRIAN CROSSING MIDBLOCK,Trinity Street At 7th Street,,N,APD,7709,White,Male
CO,7/13/2017,7:45 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,Cesar Chavez Street At Ih35 Service Road,,Y,APD,7427,White,Male
CO,7/13/2017,5:46 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,North Ih35 At East 7th Street,,Y,APD,7796,White,Male
CM,7/13/2017,12:25 PM,Possession of Drug Paraphernalia,515 East 6th Street,,N,APD,6966,White,Male
CO,7/13/2017,12:43 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,Y,APD,7597,Hispanic,Male
CO,7/13/2017,10:30 PM,PARK CURFEW VIOLATION,711 East 3rd Street,,N,APD,6434,Hispanic,Male
CM,7/13/2017,2:47 PM,Possession of Drug Paraphernalia,500 Block Neches Street,,Y,APD,6966,White,Male
CO,7/13/2017,6:05 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,700 Block Red River Street,,Y,APD,6970,Hispanic,Female
CO,7/13/2017,7:34 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,800 Block East 6th Street,,N,APD,5907,White,Male
CM,7/13/2017,4:11 PM,Possession of Drug Paraphernalia,600 Block Ih35,,N,APD,6966,Hispanic,Male
CO,7/13/2017,7:44 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 North Ih 35,,Y,APD,6144,Black,Male
CO,7/13/2017,8:03 PM,AGGRESSIVE SOLICITATION,600 Block North Ih35 Service Road,,Y,APD,6757,Black,Male
CO,7/13/2017,6:05 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700 Block Red River Street,,Y,APD,6970,Hispanic,Female
CM,7/13/2017,12:38 PM,Possession of Drug Paraphernalia,600 Block East 7th Street,,Y,APD,6970,N American,Female
TR,7/13/2017,8:03 PM,PEDESTRIAN ON ROADWAY,600 Block North Ih35 Service Road,,Y,APD,6757,Black,Male
TR,7/13/2017,6:37 PM,PEDESTRIAN CROSSING MIDBLOCK,North Ih35 At East 2nd Street,,Y,APD,7796,White,Male
TR,7/13/2017,8:52 PM,PEDESTRIAN CROSSING MIDBLOCK,400 Block West 5th Street,,Y,APD,7709,White,Male
CO,7/13/2017,1:02 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block East 7th Street,,N,APD,6966,White,Male
CO,7/13/2017,8:03 PM,AGGRESSIVE SOLICITATION,600 Block North Ih35 Service Road,,Y,APD,6757,White,Male
CO,7/13/2017,5:35 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,194 Ih35 Service Road,,Y,APD,7427,Black,Male
CO,7/13/2017,5:14 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Red River Street,,Y,APD,6966,White,Male
CO,7/13/2017,4:11 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Ih35,,Y,APD,6966,Hispanic,Male
CO,7/13/2017,10:26 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 East 7th Street,,Y,APD,6144,Black,Male
CO,7/13/2017,7:34 PM,AGGRESSIVE SOLICITATION,East 8th Street At North Ih 35,,Y,APD,7709,Black,Male
CO,7/13/2017,12:00 AM,AGGRESSIVE SOLICITATION,North Ih35 At East Cesar Chavez,,Y,APD,7757,Black,Male
CO,7/13/2017,12:30 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches,,Y,APD,5159,Hispanic,Female
CM,7/13/2017,12:00 AM,PUBLIC INTOXICATION,800 Block Red River Street,,Y,APD,4973,White,Male
CO,7/13/2017,5:38 PM,AGGRESSIVE SOLICITATION,North Ih35 At 4th Street,,Y,APD,7757,White,Male
CO,7/13/2017,7:36 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 North Ih 35,,Y,APD,6144,Black,Male
CO,7/13/2017,5:28 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,200 Block North Ih35 Service Road,,N,APD,6757,White,Female
CO,7/13/2017,6:22 PM,AGGRESSIVE SOLICITATION,North Ih35 At East Cesar Chavez Street,,Y,APD,7757,Black,Male
CO,7/13/2017,3:11 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700 Block Red River Street,,N,APD,6966,Black,Female
CO,7/13/2017,5:24 PM,AGGRESSIVE SOLICITATION,North Ih35 At East 7th Street,,Y,APD,7796,Hispanic,Male
CO,7/13/2017,10:20 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 East 7th Street,,Y,APD,6144,White,Female
CO,7/13/2017,12:30 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches,,Y,APD,5159,Black,Female
TR,7/13/2017,7:45 PM,PEDESTRIAN WALKING AGAINST LIGHT,Cesar Chavez Street At Ih35 Service Road,,Y,APD,7427,White,Male
CO,7/13/2017,2:47 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Neches Street,,Y,APD,6966,White,Male
TR,7/13/2017,12:00 AM,PEDESTRIAN CROSSING MIDBLOCK,400 Block East 7th Street,,Y,APD,7772,White,Male
CO,7/13/2017,6:56 PM,AGGRESSIVE SOLICITATION,North Ih35 At East Cesar Chavez,,Y,APD,7796,Black,Male
CO,7/13/2017,8:15 PM,AGGRESSIVE SOLICITATION,8th Street At Ih35 Service Road,,Y,APD,7709,White,Female
CO,7/14/2017,5:47 PM,SMOKING ORD - WITH IN 15 FT OF PUB ENTRANCE,500 Trinity Street,,Y,APD,6802,White,Male
CO,7/14/2017,10:08 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,405 West 8th Street,,Y,APD,7760,White,Male
CM,7/14/2017,2:50 AM,DISORDERLY CONDUCT - FIGHTING,East 6th Street And Trinity Street,,N,APD,5159,White,Male
CM,7/14/2017,12:30 PM,Possession of Drug Paraphernalia,7th Street And,,Y,APD,7780,Black,Male
CM,7/14/2017,7:59 PM,Possession of Drug Paraphernalia,600 Neches Street,,Y,APD,7613,White,Male
CO,7/14/2017,5:46 PM,CAMPING IN A PUBLIC PLACE,711 East 3rd Street,,Y,APD,7796,Black,Male
CM,7/14/2017,2:50 AM,DISORDERLY CONDUCT - FIGHTING,East 6th Street And Trinity Street,,Y,APD,5159,White,Male
CO,7/14/2017,8:45 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,400 Sabine Street,,Y,APD,6144,White,Male
CM,7/14/2017,6:25 PM,Possession of Drug Paraphernalia,700 Block Trinity Street,,N,APD,3936,Hispanic,Male
CO,7/14/2017,7:25 AM,CAMPING IN A PUBLIC PLACE,800 East 8th Street,,Y,APD,6144,Black,Male
CM,7/14/2017,7:22 PM,Possession of Drug Paraphernalia,7th Street At Sabine,,Y,APD,7766,Hispanic,Male
CM,7/14/2017,5:47 PM,Possession of Drug Paraphernalia,500 Trinity Street,,Y,APD,6802,White,Male
CO,7/14/2017,2:41 PM,OPEN GLASS CONTAINER,700 East 7th Street,,Y,APD,7203,White,Female
CM,7/14/2017,7:11 PM,Possession of Drug Paraphernalia,7th Street And Trinity Street,,N,APD,7203,Hispanic,Male
CO,7/14/2017,5:15 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,100 Block North Ih 35 Service Road,,Y,APD,7757,Black,Male
CO,7/14/2017,8:55 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,600 Sabine Street,,Y,APD,6144,White,Male
TR,7/14/2017,8:14 PM,PEDESTRIAN CROSSING MIDBLOCK,700 Block East 7th Street,,Y,APD,7796,White,Male
CM,7/14/2017,5:50 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,Y,APD,7765,Black,Female
CO,7/14/2017,8:46 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,100 North Ih 35 Service Road,,Y,APD,7757,White,Female
TR,7/14/2017,6:01 PM,PEDESTRIAN CROSSING MIDBLOCK,701 Red River Street,,N,APD,7786,Black,Male
CO,7/14/2017,7:09 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 East 6th Street,,Y,APD,6144,Black,Male
CM,7/14/2017,3:30 PM,SIMPLE ASSAULT BY CONTACT,700 Block Neches Street,,N,APD,7203,White,Male
CO,7/14/2017,6:58 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700 Block Red River Street,,N,APD,7430,Black,Female
CO,7/14/2017,6:20 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,501 East 9th Street,,Y,APD,7760,Black,Male
TR,7/14/2017,6:50 PM,PEDESTRIAN CROSSING MIDBLOCK,700 Block Red River Street,,Y,APD,7779,White,Female
CM,7/14/2017,7:14 PM,Possession of Drug Paraphernalia,400 Block East 7th Street,,Y,APD,6450,White,Male
CO,7/14/2017,9:27 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,211 Comal Street,,N,APD,7786,Black,Male
CO,7/14/2017,7:06 PM,HUMAN WASTE,East 9th Street,,Y,APD,7796,Black,Male
CO,7/14/2017,7:23 AM,CAMPING IN A PUBLIC PLACE,800 East 8th Street,,Y,APD,6144,White,Female
CO,7/14/2017,5:42 PM,CAMPING IN A PUBLIC PLACE,711 East 3rd Street,,Y,APD,7796,White,Male
TR,7/14/2017,12:00 AM,PEDESTRIAN ON ROADWAY,900 Block Red River Street,,Y,APD,7784,White,Male
CO,7/14/2017,5:15 PM,AGGRESSIVE SOLICITATION,100 Block North Ih 35 Service Road,,Y,APD,7757,White,Female
CM,7/14/2017,12:00 AM,PUBLIC INTOXICATION,90 Rainey Street,,Y,APD,7422,White,Male
CM,7/14/2017,8:15 AM,Possession of Drug Paraphernalia,906 East 5th Street,,Y,APD,7202,White,Male
CO,7/15/2017,1:45 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,5th Street And Sabine Street,,Y,APD,6290,Black,Male
CM,7/15/2017,3:20 PM,Possession of Drug Paraphernalia,700 Block Neches Street,,Y,APD,3968,Black,Male
CM,7/15/2017,7:15 PM,Possession of Drug Paraphernalia,700 Block Trinity Street,,Y,APD,3968,White,Male
CM,7/15/2017,6:30 PM,Possession of Drug Paraphernalia,600 Block Waller Creek,,Y,APD,3968,White,Male
CO,7/15/2017,7:30 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,1000 Block Red River Street,,N,APD,7784,Black,Male
CO,7/15/2017,12:45 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,1007 East 7th Street,,Y,APD,7042,Asian,Male
CO,7/15/2017,8:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,750 Red River Street,,Y,APD,7784,Black,Male
CM,7/15/2017,3:40 PM,Possession of Drug Paraphernalia,500 Block East 7th Street,,Y,APD,3968,Black,Male
CM,7/15/2017,3:55 PM,Possession of Drug Paraphernalia,700 Block Red River Street,,Y,APD,6290,White,Female
CM,7/15/2017,6:00 PM,Possession of Drug Paraphernalia,800 Block Waller Creek,,Y,APD,3968,Black,Male
CO,7/15/2017,7:40 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,900 Block Red River Street,,N,APD,7779,Black,Male
TR,7/15/2017,6:41 PM,PEDESTRIAN WALKING AGAINST LIGHT,600 Block Trinity Street,,N,APD,7765,White,Male
CO,7/15/2017,6:22 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700 Block Red River Street,,Y,APD,6977,Black,Male
CM,7/15/2017,7:30 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,Y,APD,3968,White,Male
CM,7/15/2017,3:30 PM,Possession of Drug Paraphernalia,700 Block Neches Street,,N,APD,3968,Black,Male
CM,7/15/2017,4:30 PM,Possession of Drug Paraphernalia,8th Street And Neches Street,,N,APD,6290,Black,Male
CO,7/15/2017,7:45 PM,CAMPING IN A PUBLIC PLACE,1000 Block Red River Street,,N,APD,7784,White,Male
CO,7/15/2017,2:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700 Block Neches Street,,Y,APD,6290,Black,Male
CM,7/15/2017,1:40 PM,Possession of Drug Paraphernalia,500 Block East 7th Street,,N,APD,3968,Black,Male
CM,7/15/2017,12:07 AM,DISORDERLY CONDUCT - FIGHTING,500 Block Trinity Street,,Y,APD,7638,White,Female
CO,7/15/2017,7:15 PM,CAMPING IN A PUBLIC PLACE,700 Block Trinity Street,,Y,APD,3968,White,Male
CM,7/15/2017,1:35 PM,Possession of Drug Paraphernalia,500 Block East 7th Street,,Y,APD,3968,Black,Female
CO,7/15/2017,7:30 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,900 Block Red River Street,,Y,APD,7779,Black,Male
CO,7/15/2017,2:05 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,East 6th Street And Neches Street,,N,APD,7299,Black,Female
CO,7/15/2017,1:30 PM,CAMPING IN A PUBLIC PLACE,800 Block Waller Creek,,Y,APD,3968,White,Female
CM,7/15/2017,7:22 PM,SIMPLE ASSAULT BY CONTACT,East 2nd Street,Trinity Street,Y,APD,7785,White,Male
CO,7/15/2017,6:30 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,900 Block Red River Street,,N,APD,7779,Black,Male
CM,7/15/2017,1:30 PM,Possession of Drug Paraphernalia,800 Block Waller Creek,,Y,APD,3968,White,Female
CO,7/15/2017,10:19 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700 Block Red River Street,,Y,APD,7430,Black,Male
TR,7/15/2017,2:30 PM,PEDESTRIAN WALKING AGAINST LIGHT,7th Street And Neches Street,,Y,APD,6290,White,Male
CO,7/16/2017,12:30 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Red River Street,,Y,APD,6970,White,Male
CO,7/16/2017,11:20 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,9th Street And Congress Avenue,,Y,APD,7779,White,Male
CO,7/16/2017,7:23 PM,CAMPING IN A PUBLIC PLACE,600 Block Red River Street,,Y,APD,7240,White,Male
CM,7/16/2017,7:35 PM,Possession of Drug Paraphernalia,700 Block Red River Street,,N,APD,7430,Black,Male
CO,7/16/2017,7:23 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Red River Street,,Y,APD,7240,White,Male
CM,7/16/2017,5:50 PM,Possession of Drug Paraphernalia,600 Brazos Street,,Y,APD,7765,Hispanic,Male
TR,7/16/2017,8:51 PM,PEDESTRIAN WALKING AGAINST LIGHT,East 8th Street And San Jacinto,,Y,APD,7608,No Data,No Data
CO,7/16/2017,6:35 PM,CAMPING IN A PUBLIC PLACE,600 Block Red River Street,,Y,APD,7430,White,Male
CM,7/16/2017,1:40 AM,PUBLIC INTOXICATION,6th Street And Brazos Street,,N,APD,7402,White,Female
CO,7/16/2017,11:19 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,9th Street And Congress Avenue,,Y,APD,7779,White,Female
CO,7/16/2017,7:34 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700 Block Red River,,Y,APD,7240,White,Female
CM,7/16/2017,7:34 PM,Possession of Drug Paraphernalia,700 Block Red River,,Y,APD,7240,White,Female
CO,7/16/2017,6:30 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,6th Street At Red River,,Y,APD,7430,Black,Male
CO,7/16/2017,11:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,500 Block Congress Avenue,,N,APD,6970,Hispanic,Male
CM,7/16/2017,5:08 PM,Possession of Drug Paraphernalia,East 6th Street And San Jacinto Street,,Y,APD,6457,Hispanic,Male
CO,7/16/2017,2:39 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,1000 Block East Cesar Chavez Street,,N,APD,6661,Hispanic,Male
CM,7/16/2017,2:10 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,Y,APD,7795,White,Male
CO,7/16/2017,6:21 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,6th Street And Neches Street,,Y,APD,7240,White,Male
CM,7/16/2017,5:08 PM,Possession of Drug Paraphernalia,East 6th Street And San Jacinto Street,,Y,APD,6457,White,Male
CO,7/16/2017,6:35 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Red River Street,,Y,APD,7430,White,Male
CM,7/16/2017,12:00 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,Y,APD,6127,Black,Male
CO,7/16/2017,12:15 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,400 Block Congress Avenue,,Y,APD,6977,No Data,Male
CO,7/16/2017,4:34 PM,LITTERING,700 Block East 4th Street,,Y,APD,6762,Black,Male
CO,7/16/2017,10:23 PM,CAMPING IN A PUBLIC PLACE,1200 Block Waller Creeek,,N,APD,7766,White,Female
CM,7/16/2017,3:00 PM,Possession of Drug Paraphernalia,700 Block Neches Street,,Y,APD,7705,Black,Male
CM,7/16/2017,12:00 AM,PUBLIC INTOXICATION,300 Block Colorado Street,,N,APD,7772,Hispanic,Male
CM,7/16/2017,4:37 AM,PUBLIC INTOXICATION,310 East 5th Street,,N,APD,7293,White,Male
CO,7/16/2017,7:26 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,1000 Block Red River Street,,N,APD,7430,Black,Female
CM,7/16/2017,2:41 PM,Possession of Drug Paraphernalia,East 8th Street And Neches Street,,Y,APD,7435,White,Male
CO,7/16/2017,12:00 AM,Interference with a police service animal,East 6th Street,,Y,APD,7299,No Data,Male
CO,7/16/2017,11:00 PM,CAMPING IN A PUBLIC PLACE,500 Block Congress Avenue,,N,APD,6970,Hispanic,Male
TR,7/16/2017,10:05 PM,PEDESTRIAN WALKING AGAINST LIGHT,600 Block San Jacinto Boulevard,,Y,APD,7765,Hispanic,Male
CM,7/16/2017,2:04 PM,Possession of Drug Paraphernalia,700 Block Neches Street,,N,APD,7435,White,Male
CO,7/16/2017,6:21 PM,AGGRESSIVE SOLICITATION,6th Street And Neches Street,,Y,APD,7240,White,Male
CM,7/16/2017,1:55 AM,PUBLIC INTOXICATION,400 Block East 6th Street,,N,APD,7293,Hispanic,Male
CO,7/16/2017,12:30 AM,CAMPING IN A PUBLIC PLACE,600 Block Red River Street,,Y,APD,6970,White,Male
CO,7/17/2017,6:25 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,Y,APD,7240,Black,Male
CO,7/17/2017,3:24 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 Block Brazos Street,,Y,APD,7766,White,Male
CM,7/17/2017,6:50 PM,Possession of Drug Paraphernalia,East 6th Street And Trinity Street,,N,APD,7451,White,Male
CO,7/17/2017,2:50 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East 6th Street,,Y,APD,7042,White,Male
CM,7/17/2017,1:45 PM,Possession of Drug Paraphernalia,800 Block Guadalupe Street,,Y,APD,6290,White,Male
CM,7/17/2017,2:20 PM,Possession of Drug Paraphernalia,East 6th Street And Neches Street,,Y,APD,7451,White,Male
CO,7/17/2017,6:25 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,Y,APD,7430,Hispanic,Male
CO,7/17/2017,5:50 PM,LITTERING,700 Block Trinity Street,,Y,APD,6802,White,Male
TR,7/17/2017,7:00 PM,PEDESTRIAN WALKING AGAINST LIGHT,6th Street And Neches Street,,Y,APD,7430,Black,Female
CM,7/17/2017,1:30 PM,Possession of Drug Paraphernalia,East 4th Street And Neches Street,,Y,APD,7451,Hispanic,Male
CO,7/17/2017,1:30 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,10th Street And Brazos Street,,Y,APD,7780,Hispanic,Male
CO,7/17/2017,10:34 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,East 7th Street And North Ih 35 Service,,Y,APD,6661,Hispanic,Male
CM,7/17/2017,4:22 PM,PUBLIC INTOXICATION,1105 East Cesar Chavez Street,,Y,APD,7785,Black,Male
CO,7/17/2017,6:30 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,700 Block Red River Street,,N,APD,6970,White,Female
CO,7/17/2017,6:30 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,Y,APD,7240,White,Male
TR,7/17/2017,6:45 PM,PEDESTRIAN WALKING AGAINST LIGHT,6th Street And Neches Street,,Y,APD,7430,White,Male
CO,7/17/2017,7:05 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 Block Congress Avenue,,Y,APD,7042,White,Male
CO,7/17/2017,5:50 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700 Block Trinity Street,,Y,APD,6802,White,Male
CM,7/17/2017,1:55 AM,THEFT OF SERVICE,407 East 6th Street,,Y,APD,7345,Hispanic,Male
CM,7/17/2017,7:50 PM,Possession of Drug Paraphernalia,400 Block East 6th Street,,N,APD,7042,Black,Male
CM,7/17/2017,12:45 PM,Possession of Drug Paraphernalia,East 6th Street And Red River Street,,N,APD,7451,White,Male
CO,7/17/2017,2:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Trinity Street,,Y,APD,7042,White,Male
CO,7/17/2017,4:20 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,11th Street And Red River,,Y,APD,7779,White,Female
CO,7/17/2017,7:35 PM,LITTERING,800 Block Congress Avenue,,Y,APD,7042,White,Male
CO,7/17/2017,12:20 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,1000 Block Red River,,Y,APD,7784,White,Male
CM,7/17/2017,7:55 PM,Possession of Drug Paraphernalia,400 Block East 6th Street,,Y,APD,7042,Hispanic,Male
CM,7/17/2017,2:42 PM,Possession of Drug Paraphernalia,400 Block East 6th Street,,Y,APD,7042,White,Male
CO,7/17/2017,12:45 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,East 6th Street And Red River Street,,N,APD,7451,White,Male
CO,7/17/2017,7:35 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 Block Congress Avenue,,Y,APD,7042,White,Male
CO,7/18/2017,8:37 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,200 Block West 4th Street,,Y,APD,4801,White,Male
TR,7/18/2017,7:02 PM,PEDESTRIAN CROSSING MIDBLOCK,600 Block North Ih 35,,Y,APD,4801,Black,Male
CO,7/18/2017,12:00 AM,LITTERING,700 Block Red River Street,,N,APD,5635,White,Male
CO,7/18/2017,7:44 AM,HUMAN WASTE,600 Block North Ih 35,,N,APD,6144,White,Male
CM,7/18/2017,9:19 PM,Possession of Drug Paraphernalia,2nd Street And Brazos,,Y,APD,7611,Black,Male
CO,7/18/2017,8:02 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block North Ih35,,Y,APD,6144,Black,Male
CO,7/18/2017,7:52 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 Block East 6th Street,,N,APD,6144,White,Male
CM,7/18/2017,6:08 PM,Possession of Drug Paraphernalia,500 Block 7th Street,,Y,APD,7563,Black,Male
CO,7/18/2017,7:50 AM,LITTERING,600 Block North Ih 35,,Y,APD,6144,White,Male
CM,7/19/2017,1:50 PM,Possession of Drug Paraphernalia,700 Block Neches Street,,Y,APD,6802,White,Male
TR,7/19/2017,3:05 PM,PEDESTRIAN WALKING AGAINST LIGHT,East 7th Street,Neches Street,Y,APD,4951,Black,Male
CO,7/19/2017,2:55 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Trinity Street,,Y,APD,7451,Black,Male
CO,7/19/2017,12:41 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 Block Congress Avenue,,Y,APD,5351,White,Male
CM,7/19/2017,3:00 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,Y,APD,6802,Black,Male
CO,7/19/2017,3:50 PM,LITTERING,600 Block Neches Street,,Y,APD,4951,Black,Male
CM,7/19/2017,6:28 PM,Possession of Drug Paraphernalia,700 Block Trinity Street,,Y,APD,7043,Black,Male
CO,7/19/2017,1:40 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,800 Block Congress Avenue,,Y,APD,6802,White,Male
CM,7/19/2017,3:34 PM,Possession of Drug Paraphernalia,400 Block East 6th Street,,N,APD,5351,Black,Male
CM,7/19/2017,7:36 AM,Possession of Drug Paraphernalia,300 Block East 3rd Street,,N,APD,6145,White,Male
CM,7/19/2017,2:05 AM,PUBLIC INTOXICATION,300 Block West 6th Street,,N,APD,7608,White,Female
CO,7/19/2017,7:45 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,600 Block North Ih35,,Y,APD,6144,White,Male
CO,7/19/2017,3:00 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,Y,APD,6802,Black,Male
CO,7/19/2017,8:19 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,East 6th Street At Red River Street,,N,APD,7804,White,Male
CO,7/20/2017,6:30 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,300 Block East 6th Street,,N,APD,6970,Hispanic,Male
CM,7/20/2017,11:15 PM,PUBLIC INTOXICATION,700 Block West 6th Street,,Y,APD,7597,White,Male
CO,7/20/2017,7:50 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,Y,APD,7798,White,Male
CO,7/20/2017,3:10 AM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,600 Block Neches Street,,Y,APD,7240,White,Male
CO,7/20/2017,2:43 PM,Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors,700 Block Red River Street,,N,APD,6966,Black,Male
