Agency,Offense Description, OFFENSE CODE,YEAR,MONTH,Offense Date,WARRANT ISSUED
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,June,6/19/15,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,June,6/21/15,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,June,6/22/15,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,June,6/22/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,June,6/22/15,NO
AMC  ,SOLICITATION FROM STREET/SIDEWALK                   ,62724,2015,June,6/23/15,YES
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2015,June,6/23/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,June,6/24/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,June,6/24/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,June,6/26/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,June,6/26/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,June,6/26/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,June,6/27/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,June,6/27/15,YES
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2015,June,6/29/15,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,June,6/29/15,YES
AMC  ,SOLICITATION FROM STREET/SIDEWALK                   ,62724,2015,June,6/30/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/1/15,NO
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2015,July,7/1/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/3/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/3/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/3/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/3/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/3/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/3/15,NO
AMC  ,SOLICITATION FROM STREET/SIDEWALK                   ,62724,2015,July,7/3/15,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,July,7/5/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/5/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/6/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/6/15,NO
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2015,July,7/6/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/7/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/7/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/7/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/7/15,YES
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2015,July,7/8/15,NO
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2015,July,7/8/15,NO
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2015,July,7/8/15,NO
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2015,July,7/9/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/9/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/9/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/9/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/9/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/9/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/9/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/10/15,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,July,7/11/15,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,July,7/11/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/12/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/12/15,NO
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2015,July,7/13/15,YES
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2015,July,7/13/15,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,July,7/14/15,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,July,7/14/15,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,July,7/14/15,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,July,7/17/15,YES
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2015,July,7/17/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/17/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/17/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/17/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/17/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/17/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/18/15,NO
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2015,July,7/19/15,NO
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2015,July,7/19/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/20/15,NO
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2015,July,7/20/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/20/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/20/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/20/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/20/15,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,July,7/21/15,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,July,7/21/15,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,July,7/21/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/21/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/22/15,YES
AMC  ,SOLICITATION FROM STREET/SIDEWALK                   ,62724,2015,July,7/23/15,YES
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2015,July,7/23/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/23/15,YES
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2015,July,7/24/15,YES
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2015,July,7/24/15,YES
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2015,July,7/24/15,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,July,7/24/15,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,July,7/24/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/25/15,YES
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2015,July,7/25/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/26/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/26/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/26/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/26/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/26/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/26/15,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/26/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/26/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/26/15,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2015,July,7/26/15,YES
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2015,July,7/27/15,YES
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2015,July,7/29/15,NO
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2015,July,7/30/15,NO
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2015,July,7/31/15,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2015,July,7/31/15,YES
